MEDC_ID,MEDC_CD,MEDC_NAME,MEDC_COND,MEDC_CATG,MANF_BRND,EXEC_ID
777,1697,Medicament1697,Cond9,CategoryMed15,MarqueMed16,12345
778,1698,Medicament1698,Cond12,CategoryMed5,MarqueMed16,12345
779,1699,Medicament1699,Cond13,CategoryMed38,MarqueMed10,12345
780,17,Medicament17,Cond13,CategoryMed38,MarqueMed15,12345
781,170,Medicament170,Cond12,CategoryMed45,MarqueMed7,12345
782,1700,Medicament1700,Cond10,CategoryMed29,MarqueMed23,12345
783,1701,Medicament1701,Cond1,CategoryMed21,MarqueMed5,12345
784,1702,Medicament1702,Cond11,CategoryMed5,MarqueMed15,12345
785,1703,Medicament1703,Cond11,CategoryMed35,MarqueMed17,12345
786,1704,Medicament1704,Cond1,CategoryMed17,MarqueMed19,12345
787,1705,Medicament1705,Cond12,CategoryMed19,MarqueMed9,12345
788,1706,Medicament1706,Cond9,CategoryMed47,MarqueMed11,12345
789,1707,Medicament1707,Cond3,CategoryMed5,MarqueMed12,12345
790,1708,Medicament1708,Cond11,CategoryMed3,MarqueMed17,12345
791,1709,Medicament1709,Cond7,CategoryMed36,MarqueMed2,12345
792,171,Medicament171,Cond9,CategoryMed43,MarqueMed7,12345
793,1710,Medicament1710,Cond7,CategoryMed36,MarqueMed19,12345
794,1711,Medicament1711,Cond4,CategoryMed48,MarqueMed8,12345
795,1712,Medicament1712,Cond5,CategoryMed33,MarqueMed14,12345
796,1713,Medicament1713,Cond2,CategoryMed39,MarqueMed9,12345
797,1714,Medicament1714,Cond12,CategoryMed43,MarqueMed18,12345
798,1715,Medicament1715,Cond12,CategoryMed32,MarqueMed12,12345
799,1716,Medicament1716,Cond9,CategoryMed9,MarqueMed2,12345
800,1717,Medicament1717,Cond13,CategoryMed3,MarqueMed22,12345
801,1718,Medicament1718,Cond12,CategoryMed5,MarqueMed14,12345
802,1719,Medicament1719,Cond6,CategoryMed9,MarqueMed9,12345
803,172,Medicament172,Cond4,CategoryMed32,MarqueMed5,12345
804,1720,Medicament1720,Cond11,CategoryMed32,MarqueMed9,12345
805,1721,Medicament1721,Cond3,CategoryMed26,MarqueMed1,12345
806,1722,Medicament1722,Cond1,CategoryMed8,MarqueMed17,12345
807,1723,Medicament1723,Cond5,CategoryMed14,MarqueMed23,12345
808,1724,Medicament1724,Cond13,CategoryMed9,MarqueMed12,12345
809,1725,Medicament1725,Cond2,CategoryMed17,MarqueMed9,12345
810,1726,Medicament1726,Cond9,CategoryMed25,MarqueMed6,12345
811,1727,Medicament1727,Cond6,CategoryMed26,MarqueMed2,12345
812,1728,Medicament1728,Cond11,CategoryMed4,MarqueMed15,12345
813,1729,Medicament1729,Cond13,CategoryMed33,MarqueMed16,12345
814,173,Medicament173,Cond3,CategoryMed22,MarqueMed14,12345
815,1730,Medicament1730,Cond7,CategoryMed44,MarqueMed21,12345
816,1731,Medicament1731,Cond7,CategoryMed40,MarqueMed3,12345
817,1732,Medicament1732,Cond5,CategoryMed5,MarqueMed3,12345
818,1733,Medicament1733,Cond1,CategoryMed4,MarqueMed9,12345
819,1734,Medicament1734,Cond2,CategoryMed13,MarqueMed5,12345
820,1735,Medicament1735,Cond7,CategoryMed22,MarqueMed20,12345
821,1736,Medicament1736,Cond10,CategoryMed15,MarqueMed16,12345
822,1737,Medicament1737,Cond7,CategoryMed42,MarqueMed14,12345
823,1738,Medicament1738,Cond9,CategoryMed44,MarqueMed23,12345
824,1739,Medicament1739,Cond4,CategoryMed21,MarqueMed8,12345
825,174,Medicament174,Cond12,CategoryMed13,MarqueMed1,12345
826,1740,Medicament1740,Cond5,CategoryMed46,MarqueMed6,12345
827,1741,Medicament1741,Cond1,CategoryMed32,MarqueMed9,12345
828,1742,Medicament1742,Cond12,CategoryMed34,MarqueMed11,12345
829,1743,Medicament1743,Cond13,CategoryMed47,MarqueMed3,12345
830,1744,Medicament1744,Cond11,CategoryMed32,MarqueMed17,12345
831,1745,Medicament1745,Cond1,CategoryMed28,MarqueMed3,12345
832,1746,Medicament1746,Cond1,CategoryMed36,MarqueMed3,12345
833,1747,Medicament1747,Cond7,CategoryMed34,MarqueMed18,12345
834,1748,Medicament1748,Cond2,CategoryMed33,MarqueMed18,12345
835,1749,Medicament1749,Cond12,CategoryMed44,MarqueMed20,12345
836,175,Medicament175,Cond1,CategoryMed29,MarqueMed2,12345
837,1750,Medicament1750,Cond10,CategoryMed11,MarqueMed4,12345
838,1751,Medicament1751,Cond12,CategoryMed43,MarqueMed21,12345
839,1752,Medicament1752,Cond4,CategoryMed21,MarqueMed15,12345
840,1753,Medicament1753,Cond13,CategoryMed49,MarqueMed8,12345
841,1754,Medicament1754,Cond3,CategoryMed31,MarqueMed14,12345
842,1755,Medicament1755,Cond5,CategoryMed42,MarqueMed18,12345
843,1756,Medicament1756,Cond2,CategoryMed41,MarqueMed21,12345
844,1757,Medicament1757,Cond4,CategoryMed19,MarqueMed12,12345
845,1758,Medicament1758,Cond1,CategoryMed24,MarqueMed17,12345
846,1759,Medicament1759,Cond7,CategoryMed45,MarqueMed21,12345
847,176,Medicament176,Cond8,CategoryMed21,MarqueMed17,12345
848,1760,Medicament1760,Cond12,CategoryMed25,MarqueMed4,12345
849,1761,Medicament1761,Cond1,CategoryMed37,MarqueMed5,12345
850,1762,Medicament1762,Cond7,CategoryMed46,MarqueMed4,12345
851,1763,Medicament1763,Cond13,CategoryMed46,MarqueMed19,12345
852,1764,Medicament1764,Cond6,CategoryMed48,MarqueMed6,12345
853,1765,Medicament1765,Cond10,CategoryMed41,MarqueMed5,12345
854,1766,Medicament1766,Cond1,CategoryMed22,MarqueMed22,12345
855,1767,Medicament1767,Cond13,CategoryMed10,MarqueMed20,12345
856,1768,Medicament1768,Cond13,CategoryMed43,MarqueMed17,12345
857,1769,Medicament1769,Cond2,CategoryMed3,MarqueMed10,12345
858,177,Medicament177,Cond13,CategoryMed16,MarqueMed1,12345
859,1770,Medicament1770,Cond10,CategoryMed29,MarqueMed21,12345
860,1771,Medicament1771,Cond4,CategoryMed13,MarqueMed11,12345
861,1772,Medicament1772,Cond5,CategoryMed13,MarqueMed13,12345
862,1773,Medicament1773,Cond2,CategoryMed43,MarqueMed8,12345
863,1774,Medicament1774,Cond13,CategoryMed15,MarqueMed20,12345
864,1775,Medicament1775,Cond2,CategoryMed50,MarqueMed15,12345
865,1776,Medicament1776,Cond4,CategoryMed15,MarqueMed2,12345
866,1777,Medicament1777,Cond3,CategoryMed31,MarqueMed23,12345
867,1778,Medicament1778,Cond13,CategoryMed40,MarqueMed1,12345
868,1779,Medicament1779,Cond13,CategoryMed5,MarqueMed14,12345
869,178,Medicament178,Cond9,CategoryMed39,MarqueMed7,12345
870,1780,Medicament1780,Cond3,CategoryMed18,MarqueMed16,12345
871,1781,Medicament1781,Cond6,CategoryMed49,MarqueMed2,12345
872,1782,Medicament1782,Cond2,CategoryMed1,MarqueMed3,12345
873,1783,Medicament1783,Cond10,CategoryMed49,MarqueMed7,12345
874,1784,Medicament1784,Cond3,CategoryMed39,MarqueMed10,12345
875,1785,Medicament1785,Cond4,CategoryMed50,MarqueMed1,12345
876,1786,Medicament1786,Cond9,CategoryMed38,MarqueMed3,12345
877,1787,Medicament1787,Cond5,CategoryMed3,MarqueMed19,12345
878,1788,Medicament1788,Cond11,CategoryMed45,MarqueMed2,12345
879,1789,Medicament1789,Cond8,CategoryMed23,MarqueMed3,12345
880,179,Medicament179,Cond13,CategoryMed31,MarqueMed6,12345
881,1790,Medicament1790,Cond12,CategoryMed29,MarqueMed17,12345
882,1791,Medicament1791,Cond4,CategoryMed20,MarqueMed17,12345
883,1792,Medicament1792,Cond1,CategoryMed23,MarqueMed17,12345
884,1793,Medicament1793,Cond7,CategoryMed19,MarqueMed6,12345
885,1794,Medicament1794,Cond6,CategoryMed50,MarqueMed5,12345
886,1795,Medicament1795,Cond7,CategoryMed25,MarqueMed21,12345
887,1796,Medicament1796,Cond1,CategoryMed48,MarqueMed13,12345
888,1797,Medicament1797,Cond2,CategoryMed20,MarqueMed16,12345
889,1798,Medicament1798,Cond1,CategoryMed7,MarqueMed2,12345
890,1799,Medicament1799,Cond5,CategoryMed1,MarqueMed10,12345
891,18,Medicament18,Cond10,CategoryMed17,MarqueMed9,12345
892,180,Medicament180,Cond5,CategoryMed12,MarqueMed12,12345
893,1800,Medicament1800,Cond11,CategoryMed27,MarqueMed8,12345
894,1801,Medicament1801,Cond1,CategoryMed28,MarqueMed6,12345
895,1802,Medicament1802,Cond7,CategoryMed9,MarqueMed18,12345
896,1803,Medicament1803,Cond13,CategoryMed7,MarqueMed21,12345
897,1804,Medicament1804,Cond6,CategoryMed42,MarqueMed13,12345
898,1805,Medicament1805,Cond6,CategoryMed1,MarqueMed18,12345
899,1806,Medicament1806,Cond12,CategoryMed1,MarqueMed23,12345
900,1807,Medicament1807,Cond7,CategoryMed15,MarqueMed11,12345
901,1808,Medicament1808,Cond5,CategoryMed9,MarqueMed23,12345
902,1809,Medicament1809,Cond6,CategoryMed23,MarqueMed21,12345
903,181,Medicament181,Cond9,CategoryMed17,MarqueMed6,12345
904,1810,Medicament1810,Cond8,CategoryMed38,MarqueMed6,12345
905,1811,Medicament1811,Cond8,CategoryMed34,MarqueMed16,12345
906,1812,Medicament1812,Cond11,CategoryMed50,MarqueMed14,12345
907,1813,Medicament1813,Cond11,CategoryMed42,MarqueMed20,12345
908,1814,Medicament1814,Cond3,CategoryMed47,MarqueMed19,12345
909,1815,Medicament1815,Cond8,CategoryMed4,MarqueMed14,12345
910,1816,Medicament1816,Cond11,CategoryMed13,MarqueMed11,12345
911,1817,Medicament1817,Cond11,CategoryMed5,MarqueMed4,12345
912,1818,Medicament1818,Cond2,CategoryMed28,MarqueMed22,12345
913,1819,Medicament1819,Cond7,CategoryMed15,MarqueMed5,12345
914,182,Medicament182,Cond2,CategoryMed44,MarqueMed1,12345
915,1820,Medicament1820,Cond4,CategoryMed5,MarqueMed11,12345
916,1821,Medicament1821,Cond8,CategoryMed30,MarqueMed1,12345
917,1822,Medicament1822,Cond10,CategoryMed29,MarqueMed16,12345
918,1823,Medicament1823,Cond11,CategoryMed11,MarqueMed8,12345
919,1824,Medicament1824,Cond3,CategoryMed18,MarqueMed18,12345
920,1825,Medicament1825,Cond13,CategoryMed5,MarqueMed14,12345
921,1826,Medicament1826,Cond8,CategoryMed46,MarqueMed18,12345
922,1827,Medicament1827,Cond2,CategoryMed31,MarqueMed2,12345
923,1828,Medicament1828,Cond2,CategoryMed50,MarqueMed5,12345
924,1829,Medicament1829,Cond1,CategoryMed16,MarqueMed7,12345
925,183,Medicament183,Cond7,CategoryMed48,MarqueMed15,12345
926,1830,Medicament1830,Cond6,CategoryMed38,MarqueMed6,12345
927,1831,Medicament1831,Cond4,CategoryMed13,MarqueMed5,12345
928,1832,Medicament1832,Cond12,CategoryMed25,MarqueMed1,12345
929,1833,Medicament1833,Cond2,CategoryMed40,MarqueMed11,12345
930,1834,Medicament1834,Cond6,CategoryMed1,MarqueMed19,12345
931,1835,Medicament1835,Cond1,CategoryMed38,MarqueMed7,12345
932,1836,Medicament1836,Cond13,CategoryMed8,MarqueMed9,12345
933,1837,Medicament1837,Cond2,CategoryMed12,MarqueMed14,12345
934,1838,Medicament1838,Cond5,CategoryMed25,MarqueMed6,12345
935,1839,Medicament1839,Cond8,CategoryMed50,MarqueMed21,12345
936,184,Medicament184,Cond7,CategoryMed39,MarqueMed7,12345
937,1840,Medicament1840,Cond5,CategoryMed13,MarqueMed5,12345
938,1841,Medicament1841,Cond1,CategoryMed8,MarqueMed15,12345
939,1842,Medicament1842,Cond6,CategoryMed45,MarqueMed7,12345
940,1843,Medicament1843,Cond10,CategoryMed34,MarqueMed15,12345
941,1844,Medicament1844,Cond7,CategoryMed36,MarqueMed2,12345
942,1845,Medicament1845,Cond2,CategoryMed13,MarqueMed3,12345
943,1846,Medicament1846,Cond1,CategoryMed3,MarqueMed23,12345
944,1847,Medicament1847,Cond13,CategoryMed20,MarqueMed18,12345
945,1848,Medicament1848,Cond8,CategoryMed28,MarqueMed11,12345
946,1849,Medicament1849,Cond7,CategoryMed35,MarqueMed21,12345
947,185,Medicament185,Cond12,CategoryMed47,MarqueMed1,12345
948,1850,Medicament1850,Cond8,CategoryMed49,MarqueMed4,12345
949,1851,Medicament1851,Cond7,CategoryMed37,MarqueMed20,12345
950,1852,Medicament1852,Cond5,CategoryMed50,MarqueMed2,12345
951,1853,Medicament1853,Cond3,CategoryMed16,MarqueMed14,12345
952,1854,Medicament1854,Cond8,CategoryMed23,MarqueMed10,12345
953,1855,Medicament1855,Cond11,CategoryMed36,MarqueMed3,12345
954,1856,Medicament1856,Cond6,CategoryMed32,MarqueMed6,12345
955,1857,Medicament1857,Cond13,CategoryMed23,MarqueMed11,12345
956,1858,Medicament1858,Cond6,CategoryMed43,MarqueMed1,12345
957,1859,Medicament1859,Cond11,CategoryMed24,MarqueMed12,12345
958,186,Medicament186,Cond12,CategoryMed29,MarqueMed12,12345
959,1860,Medicament1860,Cond8,CategoryMed33,MarqueMed13,12345
960,1861,Medicament1861,Cond5,CategoryMed39,MarqueMed23,12345
961,1862,Medicament1862,Cond3,CategoryMed1,MarqueMed23,12345
962,1863,Medicament1863,Cond7,CategoryMed39,MarqueMed22,12345
963,1864,Medicament1864,Cond6,CategoryMed12,MarqueMed17,12345
964,1865,Medicament1865,Cond6,CategoryMed17,MarqueMed10,12345
965,1866,Medicament1866,Cond12,CategoryMed24,MarqueMed22,12345
966,1867,Medicament1867,Cond5,CategoryMed43,MarqueMed23,12345
967,1868,Medicament1868,Cond6,CategoryMed19,MarqueMed15,12345
968,1869,Medicament1869,Cond13,CategoryMed2,MarqueMed16,12345
969,187,Medicament187,Cond1,CategoryMed42,MarqueMed10,12345
970,1870,Medicament1870,Cond5,CategoryMed15,MarqueMed6,12345
971,1871,Medicament1871,Cond1,CategoryMed35,MarqueMed12,12345
972,1872,Medicament1872,Cond5,CategoryMed41,MarqueMed22,12345
973,1873,Medicament1873,Cond1,CategoryMed30,MarqueMed4,12345
974,1874,Medicament1874,Cond1,CategoryMed38,MarqueMed2,12345
975,1875,Medicament1875,Cond12,CategoryMed8,MarqueMed17,12345
976,1876,Medicament1876,Cond2,CategoryMed35,MarqueMed4,12345
977,1877,Medicament1877,Cond9,CategoryMed2,MarqueMed9,12345
978,1878,Medicament1878,Cond6,CategoryMed11,MarqueMed23,12345
979,1879,Medicament1879,Cond13,CategoryMed32,MarqueMed10,12345
980,188,Medicament188,Cond7,CategoryMed1,MarqueMed1,12345
981,1880,Medicament1880,Cond1,CategoryMed46,MarqueMed8,12345
982,1881,Medicament1881,Cond2,CategoryMed27,MarqueMed9,12345
983,1882,Medicament1882,Cond8,CategoryMed20,MarqueMed3,12345
984,1883,Medicament1883,Cond3,CategoryMed4,MarqueMed10,12345
985,1884,Medicament1884,Cond2,CategoryMed18,MarqueMed9,12345
986,1885,Medicament1885,Cond2,CategoryMed11,MarqueMed1,12345
987,1886,Medicament1886,Cond1,CategoryMed7,MarqueMed4,12345
988,1887,Medicament1887,Cond13,CategoryMed12,MarqueMed2,12345
989,1888,Medicament1888,Cond13,CategoryMed12,MarqueMed19,12345
990,1889,Medicament1889,Cond4,CategoryMed16,MarqueMed19,12345
991,189,Medicament189,Cond13,CategoryMed17,MarqueMed22,12345
992,1890,Medicament1890,Cond6,CategoryMed20,MarqueMed3,12345
993,1891,Medicament1891,Cond11,CategoryMed18,MarqueMed19,12345
994,1892,Medicament1892,Cond11,CategoryMed22,MarqueMed18,12345
995,1893,Medicament1893,Cond2,CategoryMed1,MarqueMed5,12345
996,1894,Medicament1894,Cond1,CategoryMed20,MarqueMed19,12345
997,1895,Medicament1895,Cond3,CategoryMed47,MarqueMed7,12345
998,1896,Medicament1896,Cond4,CategoryMed2,MarqueMed9,12345
999,1897,Medicament1897,Cond10,CategoryMed25,MarqueMed18,12345
1000,1898,Medicament1898,Cond13,CategoryMed4,MarqueMed8,12345
1001,1899,Medicament1899,Cond8,CategoryMed2,MarqueMed16,12345
1002,19,Medicament19,Cond3,CategoryMed38,MarqueMed16,12345
1003,190,Medicament190,Cond8,CategoryMed5,MarqueMed5,12345
1004,1900,Medicament1900,Cond11,CategoryMed5,MarqueMed14,12345
1005,1901,Medicament1901,Cond8,CategoryMed19,MarqueMed3,12345
1006,1902,Medicament1902,Cond3,CategoryMed31,MarqueMed13,12345
1007,1903,Medicament1903,Cond9,CategoryMed18,MarqueMed10,12345
1008,1904,Medicament1904,Cond6,CategoryMed2,MarqueMed18,12345
1009,1905,Medicament1905,Cond7,CategoryMed7,MarqueMed2,12345
1010,1906,Medicament1906,Cond5,CategoryMed40,MarqueMed21,12345
1011,1907,Medicament1907,Cond2,CategoryMed14,MarqueMed22,12345
1012,1908,Medicament1908,Cond1,CategoryMed38,MarqueMed20,12345
1013,1909,Medicament1909,Cond4,CategoryMed25,MarqueMed22,12345
1014,191,Medicament191,Cond2,CategoryMed31,MarqueMed2,12345
1015,1910,Medicament1910,Cond1,CategoryMed23,MarqueMed7,12345
1016,1911,Medicament1911,Cond6,CategoryMed44,MarqueMed2,12345
1017,1912,Medicament1912,Cond2,CategoryMed6,MarqueMed6,12345
1018,1913,Medicament1913,Cond12,CategoryMed28,MarqueMed2,12345
1019,1914,Medicament1914,Cond3,CategoryMed35,MarqueMed4,12345
1020,1915,Medicament1915,Cond5,CategoryMed30,MarqueMed11,12345
1021,1916,Medicament1916,Cond10,CategoryMed18,MarqueMed10,12345
1022,1917,Medicament1917,Cond9,CategoryMed18,MarqueMed2,12345
1023,1918,Medicament1918,Cond3,CategoryMed43,MarqueMed7,12345
1024,1919,Medicament1919,Cond6,CategoryMed47,MarqueMed4,12345
1025,192,Medicament192,Cond6,CategoryMed3,MarqueMed15,12345
1026,1920,Medicament1920,Cond12,CategoryMed2,MarqueMed22,12345
1027,1921,Medicament1921,Cond2,CategoryMed37,MarqueMed13,12345
1028,1922,Medicament1922,Cond7,CategoryMed46,MarqueMed16,12345
1029,1923,Medicament1923,Cond5,CategoryMed46,MarqueMed13,12345
1030,1924,Medicament1924,Cond5,CategoryMed38,MarqueMed4,12345
1031,1925,Medicament1925,Cond8,CategoryMed14,MarqueMed21,12345
1032,1926,Medicament1926,Cond10,CategoryMed8,MarqueMed18,12345
1033,1927,Medicament1927,Cond6,CategoryMed12,MarqueMed11,12345
1034,1928,Medicament1928,Cond3,CategoryMed13,MarqueMed16,12345
1035,1929,Medicament1929,Cond3,CategoryMed24,MarqueMed23,12345
1036,193,Medicament193,Cond8,CategoryMed34,MarqueMed7,12345
1037,1930,Medicament1930,Cond10,CategoryMed48,MarqueMed6,12345
1038,1931,Medicament1931,Cond4,CategoryMed32,MarqueMed3,12345
1039,1932,Medicament1932,Cond7,CategoryMed21,MarqueMed8,12345
1040,1933,Medicament1933,Cond11,CategoryMed22,MarqueMed18,12345
1041,1934,Medicament1934,Cond1,CategoryMed15,MarqueMed10,12345
1042,1935,Medicament1935,Cond7,CategoryMed40,MarqueMed11,12345
1043,1936,Medicament1936,Cond10,CategoryMed47,MarqueMed1,12345
1044,1937,Medicament1937,Cond1,CategoryMed29,MarqueMed2,12345
1045,1938,Medicament1938,Cond1,CategoryMed4,MarqueMed18,12345
1046,1939,Medicament1939,Cond13,CategoryMed10,MarqueMed15,12345
1047,194,Medicament194,Cond7,CategoryMed26,MarqueMed23,12345
1048,1940,Medicament1940,Cond7,CategoryMed1,MarqueMed17,12345
1049,1941,Medicament1941,Cond1,CategoryMed12,MarqueMed6,12345
1050,1942,Medicament1942,Cond8,CategoryMed18,MarqueMed10,12345
1051,1943,Medicament1943,Cond5,CategoryMed47,MarqueMed5,12345
1052,1944,Medicament1944,Cond3,CategoryMed31,MarqueMed6,12345
1053,1945,Medicament1945,Cond1,CategoryMed35,MarqueMed4,12345
1054,1946,Medicament1946,Cond3,CategoryMed34,MarqueMed15,12345
1055,1947,Medicament1947,Cond12,CategoryMed4,MarqueMed18,12345
1056,1948,Medicament1948,Cond1,CategoryMed47,MarqueMed17,12345
1057,1949,Medicament1949,Cond8,CategoryMed45,MarqueMed23,12345
1058,195,Medicament195,Cond2,CategoryMed1,MarqueMed13,12345
1059,1950,Medicament1950,Cond2,CategoryMed32,MarqueMed4,12345
1060,1951,Medicament1951,Cond7,CategoryMed29,MarqueMed20,12345
1061,1952,Medicament1952,Cond13,CategoryMed28,MarqueMed5,12345
1062,1953,Medicament1953,Cond4,CategoryMed12,MarqueMed3,12345
1063,1954,Medicament1954,Cond10,CategoryMed32,MarqueMed14,12345
1064,1955,Medicament1955,Cond2,CategoryMed32,MarqueMed5,12345
1065,1956,Medicament1956,Cond10,CategoryMed12,MarqueMed13,12345
1066,1957,Medicament1957,Cond13,CategoryMed36,MarqueMed8,12345
1067,1958,Medicament1958,Cond5,CategoryMed31,MarqueMed10,12345
1068,1959,Medicament1959,Cond11,CategoryMed26,MarqueMed2,12345
1069,196,Medicament196,Cond9,CategoryMed16,MarqueMed15,12345
1070,1960,Medicament1960,Cond2,CategoryMed13,MarqueMed16,12345
1071,1961,Medicament1961,Cond4,CategoryMed42,MarqueMed12,12345
1072,1962,Medicament1962,Cond2,CategoryMed5,MarqueMed2,12345
1073,1963,Medicament1963,Cond11,CategoryMed25,MarqueMed2,12345
1074,1964,Medicament1964,Cond2,CategoryMed7,MarqueMed4,12345
1075,1965,Medicament1965,Cond8,CategoryMed19,MarqueMed21,12345
1076,1966,Medicament1966,Cond8,CategoryMed18,MarqueMed9,12345
1077,1967,Medicament1967,Cond11,CategoryMed38,MarqueMed14,12345
1078,1968,Medicament1968,Cond4,CategoryMed44,MarqueMed22,12345
1079,1969,Medicament1969,Cond6,CategoryMed42,MarqueMed7,12345
1080,197,Medicament197,Cond4,CategoryMed2,MarqueMed6,12345
1081,1970,Medicament1970,Cond1,CategoryMed13,MarqueMed4,12345
1082,1971,Medicament1971,Cond5,CategoryMed5,MarqueMed5,12345
1083,1972,Medicament1972,Cond7,CategoryMed31,MarqueMed19,12345
1084,1973,Medicament1973,Cond1,CategoryMed17,MarqueMed1,12345
1085,1974,Medicament1974,Cond1,CategoryMed20,MarqueMed11,12345
1086,1975,Medicament1975,Cond8,CategoryMed42,MarqueMed5,12345
1087,1976,Medicament1976,Cond8,CategoryMed27,MarqueMed13,12345
1088,1977,Medicament1977,Cond11,CategoryMed29,MarqueMed17,12345
1089,1978,Medicament1978,Cond1,CategoryMed8,MarqueMed8,12345
1090,1979,Medicament1979,Cond5,CategoryMed7,MarqueMed5,12345
1091,198,Medicament198,Cond9,CategoryMed12,MarqueMed5,12345
1092,1980,Medicament1980,Cond5,CategoryMed39,MarqueMed11,12345
1093,1981,Medicament1981,Cond8,CategoryMed42,MarqueMed11,12345
1094,1982,Medicament1982,Cond12,CategoryMed2,MarqueMed8,12345
1095,1983,Medicament1983,Cond1,CategoryMed33,MarqueMed14,12345
1096,1984,Medicament1984,Cond5,CategoryMed28,MarqueMed6,12345
1097,1985,Medicament1985,Cond8,CategoryMed5,MarqueMed5,12345
1098,1986,Medicament1986,Cond10,CategoryMed12,MarqueMed6,12345
1099,1987,Medicament1987,Cond6,CategoryMed1,MarqueMed22,12345
1100,1988,Medicament1988,Cond6,CategoryMed1,MarqueMed8,12345
1101,1989,Medicament1989,Cond11,CategoryMed20,MarqueMed5,12345
1102,199,Medicament199,Cond9,CategoryMed40,MarqueMed10,12345
1103,1990,Medicament1990,Cond8,CategoryMed33,MarqueMed18,12345
1104,1991,Medicament1991,Cond9,CategoryMed11,MarqueMed16,12345
1105,1992,Medicament1992,Cond5,CategoryMed44,MarqueMed22,12345
1106,1993,Medicament1993,Cond10,CategoryMed29,MarqueMed6,12345
1107,1994,Medicament1994,Cond3,CategoryMed39,MarqueMed6,12345
1108,1995,Medicament1995,Cond12,CategoryMed29,MarqueMed17,12345
1109,1996,Medicament1996,Cond13,CategoryMed41,MarqueMed23,12345
1110,1997,Medicament1997,Cond13,CategoryMed25,MarqueMed18,12345
1111,1998,Medicament1998,Cond8,CategoryMed32,MarqueMed6,12345
1112,1999,Medicament1999,Cond7,CategoryMed46,MarqueMed6,12345
1113,2,Medicament2,Cond2,CategoryMed31,MarqueMed18,12345
1114,20,Medicament20,Cond13,CategoryMed18,MarqueMed18,12345
1115,200,Medicament200,Cond5,CategoryMed38,MarqueMed10,12345
1116,201,Medicament201,Cond7,CategoryMed44,MarqueMed9,12345
1117,202,Medicament202,Cond7,CategoryMed47,MarqueMed17,12345
1118,203,Medicament203,Cond8,CategoryMed22,MarqueMed3,12345
1119,204,Medicament204,Cond4,CategoryMed45,MarqueMed10,12345
1120,205,Medicament205,Cond9,CategoryMed10,MarqueMed11,12345
1121,206,Medicament206,Cond4,CategoryMed41,MarqueMed14,12345
1122,207,Medicament207,Cond11,CategoryMed25,MarqueMed5,12345
1123,208,Medicament208,Cond3,CategoryMed10,MarqueMed17,12345
1124,209,Medicament209,Cond9,CategoryMed16,MarqueMed10,12345
1125,21,Medicament21,Cond2,CategoryMed15,MarqueMed14,12345
1126,210,Medicament210,Cond2,CategoryMed20,MarqueMed19,12345
1127,211,Medicament211,Cond2,CategoryMed42,MarqueMed1,12345
1128,212,Medicament212,Cond3,CategoryMed29,MarqueMed1,12345
1129,213,Medicament213,Cond6,CategoryMed12,MarqueMed1,12345
1130,214,Medicament214,Cond9,CategoryMed1,MarqueMed13,12345
1131,215,Medicament215,Cond2,CategoryMed41,MarqueMed15,12345
1132,216,Medicament216,Cond1,CategoryMed25,MarqueMed1,12345
1133,217,Medicament217,Cond4,CategoryMed7,MarqueMed5,12345
1134,218,Medicament218,Cond3,CategoryMed20,MarqueMed1,12345
1135,219,Medicament219,Cond6,CategoryMed18,MarqueMed18,12345
1136,22,Medicament22,Cond9,CategoryMed27,MarqueMed10,12345
1137,220,Medicament220,Cond2,CategoryMed13,MarqueMed21,12345
1138,221,Medicament221,Cond4,CategoryMed21,MarqueMed11,12345
1139,222,Medicament222,Cond6,CategoryMed6,MarqueMed11,12345
1140,223,Medicament223,Cond12,CategoryMed47,MarqueMed3,12345
1141,224,Medicament224,Cond3,CategoryMed23,MarqueMed17,12345
1142,225,Medicament225,Cond2,CategoryMed41,MarqueMed8,12345
1143,226,Medicament226,Cond6,CategoryMed30,MarqueMed1,12345
1144,227,Medicament227,Cond9,CategoryMed23,MarqueMed3,12345
1145,228,Medicament228,Cond7,CategoryMed9,MarqueMed2,12345
1146,229,Medicament229,Cond11,CategoryMed38,MarqueMed3,12345
1147,23,Medicament23,Cond13,CategoryMed19,MarqueMed12,12345
1148,230,Medicament230,Cond3,CategoryMed21,MarqueMed7,12345
1149,231,Medicament231,Cond4,CategoryMed2,MarqueMed16,12345
1150,232,Medicament232,Cond4,CategoryMed46,MarqueMed2,12345
1151,233,Medicament233,Cond10,CategoryMed27,MarqueMed6,12345
1152,234,Medicament234,Cond6,CategoryMed40,MarqueMed19,12345
1153,235,Medicament235,Cond2,CategoryMed20,MarqueMed7,12345
1154,236,Medicament236,Cond13,CategoryMed50,MarqueMed1,12345
1155,237,Medicament237,Cond13,CategoryMed42,MarqueMed23,12345
1156,238,Medicament238,Cond1,CategoryMed34,MarqueMed10,12345
1157,239,Medicament239,Cond10,CategoryMed42,MarqueMed21,12345
1158,24,Medicament24,Cond2,CategoryMed4,MarqueMed13,12345
1159,240,Medicament240,Cond1,CategoryMed11,MarqueMed19,12345
1160,241,Medicament241,Cond8,CategoryMed17,MarqueMed20,12345
1161,242,Medicament242,Cond11,CategoryMed1,MarqueMed16,12345
1162,243,Medicament243,Cond11,CategoryMed26,MarqueMed13,12345
1163,244,Medicament244,Cond10,CategoryMed22,MarqueMed21,12345
